-6.4,470.6,6.1,2.0,4,7.0,35,1,104,11871.28,45.84,67.5,-0.652
-6.4,394.31,3.4,2.0,9,2.0,27,1,104,11871.28,45.84,67.5,-0.652
-4.5,562.7,7.0,1.0,7,14.0,37,1,104,11871.28,45.84,67.5,-0.652
-5.9,475.6,6.6,1.0,6,8.0,34,1,104,11871.28,45.84,67.5,-0.652
-4.8,249.1,-6.5,6.0,8,5.0,14,1,104,11871.28,45.84,67.5,-0.652
-5.8,413.5,6.1,1.0,3,6.0,31,1,104,11871.28,45.84,67.5,-0.652
-6.1,268.3,2.9,1.0,2,1e-05,20,1,104,11871.28,45.84,67.5,-0.652
-5.5,401.4,1.0,2.0,7,7.0,28,1,104,11871.28,45.84,67.5,-0.652
-6.3,350.4,2.5,1.0,5,2.0,24,1,104,11871.28,45.84,67.5,-0.652
-6.1,338.25,3.7,1.0,9,2.0,23,1,104,11871.28,45.84,67.5,-0.652
-5.8,312.4,2.4,1.0,2,1.0,23,1,104,11871.28,45.84,67.5,-0.652
-6.4,473.6,6.1,2.0,6,7.0,34,1,104,11871.28,45.84,67.5,-0.652
-6.2,384.6,7.9,1.0,1,6.0,28,1,104,11871.28,45.84,67.5,-0.652
-4.7,278.4,5.9,1.0,2,13.0,20,1,104,11871.28,45.84,67.5,-0.652
-5.7,444.6,8.9,1e-05,2,11.0,33,1,104,11871.28,45.84,67.5,-0.652
-6.5,400.6,6.2,2.0,2,6.0,29,1,104,11871.28,45.84,67.5,-0.652
-5.6,293.36,2.3,2.0,5,3.0,21,1,104,11871.28,45.84,67.5,-0.652
-5.7,272.4,4.0,2.0,2,1e-05,20,1,104,11871.28,45.84,67.5,-0.652
-6.1,270.4,3.1,1.0,2,1e-05,20,1,104,11871.28,45.84,67.5,-0.652
-6.4,306.4,3.7,1.0,3,1e-05,22,1,104,11871.28,45.84,67.5,-0.652
-5.9,288.4,3.2,1.0,2,1e-05,21,1,104,11871.28,45.84,67.5,-0.652
-6.0,296.4,3.7,2.0,2,1.0,22,1,104,11871.28,45.84,67.5,-0.652
-4.7,319.23,-4.1,5.0,8,9.0,19,1,104,11871.28,45.84,67.5,-0.652
-6.5,298.4,3.0,1.0,2,1.0,22,1,104,11871.28,45.84,67.5,-0.652
-6.5,386.5,4.1,1e-05,4,3.0,28,1,104,11871.28,45.84,67.5,-0.652
-6.8,366.5,3.5,1e-05,3,1e-05,27,1,104,11871.28,45.84,67.5,-0.652
-6.0,490.7,4.3,4.0,5,10.0,35,1,104,11871.28,45.84,67.5,-0.652
-5.1,513.5,1e-05,1e-05,11,4.0,25,3,104,11871.28,45.84,67.5,-0.652
-4.5,408.9,5.0,2.0,4,8.0,29,1,104,11871.28,45.84,67.5,-0.652
-7.3,540.6,3.9,2.0,8,8.0,38,1,104,11871.28,45.84,67.5,-0.652
-4.6,430.37,1e-05,10.0,14,8.0,27,3,104,11871.28,45.84,67.5,-0.652
-5.1,428.6,7.3,1e-05,3,10.0,31,1,104,11871.28,45.84,67.5,-0.652
-6.6,525.6,4.1,2.0,9,9.0,36,1,215,23495.47,31.48,64.88,-0.545
-6.5,411.5,2.8,2.0,5,7.0,30,1,215,23495.47,31.48,64.88,-0.545
-3.7,189.67,1e-05,1e-05,4,1e-05,8,2,215,23495.47,31.48,64.88,-0.545
-6.6,447.5,1.7,3.0,7,11.0,32,1,215,23495.47,31.48,64.88,-0.545
-5.7,322.15,-2.2,5.0,8,4.0,20,1,215,23495.47,31.48,64.88,-0.545
-7.2,312.4,3.3,1.0,2,2.0,23,1,215,23495.47,31.48,64.88,-0.545
-4.4,310.27,1e-05,6.0,10,4.0,19,3,215,23495.47,31.48,64.88,-0.545
-7.3,470.6,6.1,2.0,4,7.0,35,1,215,23495.47,31.48,64.88,-0.545
-7.0,394.31,3.4,2.0,9,2.0,27,1,215,23495.47,31.48,64.88,-0.545
-5.8,562.7,7.0,1.0,7,14.0,37,1,215,23495.47,31.48,64.88,-0.545
-7.0,475.6,6.6,1.0,6,8.0,34,1,215,23495.47,31.48,64.88,-0.545
-4.8,249.1,-6.5,6.0,8,5.0,14,1,215,23495.47,31.48,64.88,-0.545
-6.5,413.5,6.1,1.0,3,6.0,31,1,215,23495.47,31.48,64.88,-0.545
-6.9,268.3,2.9,1.0,2,1e-05,20,1,215,23495.47,31.48,64.88,-0.545
-6.5,401.4,1.0,2.0,7,7.0,28,1,215,23495.47,31.48,64.88,-0.545
-6.8,350.4,2.5,1.0,5,2.0,24,1,215,23495.47,31.48,64.88,-0.545
-6.7,338.25,3.7,1.0,9,2.0,23,1,215,23495.47,31.48,64.88,-0.545
-7.3,312.4,2.4,1.0,2,1.0,23,1,215,23495.47,31.48,64.88,-0.545
-7.2,473.6,6.1,2.0,6,7.0,34,1,215,23495.47,31.48,64.88,-0.545
-6.0,384.6,7.9,1.0,1,6.0,28,1,215,23495.47,31.48,64.88,-0.545
-5.0,278.4,5.9,1.0,2,13.0,20,1,215,23495.47,31.48,64.88,-0.545
-6.4,444.6,8.9,1e-05,2,11.0,33,1,215,23495.47,31.48,64.88,-0.545
-6.7,400.6,6.2,2.0,2,6.0,29,1,215,23495.47,31.48,64.88,-0.545
-6.6,293.36,2.3,2.0,5,3.0,21,1,215,23495.47,31.48,64.88,-0.545
-7.3,272.4,4.0,2.0,2,1e-05,20,1,215,23495.47,31.48,64.88,-0.545
-7.4,270.4,3.1,1.0,2,1e-05,20,1,215,23495.47,31.48,64.88,-0.545
-7.0,306.4,3.7,1.0,3,1e-05,22,1,215,23495.47,31.48,64.88,-0.545
-7.3,288.4,3.2,1.0,2,1e-05,21,1,215,23495.47,31.48,64.88,-0.545
-7.6,296.4,3.7,2.0,2,1.0,22,1,215,23495.47,31.48,64.88,-0.545
-4.9,319.23,-4.1,5.0,8,9.0,19,1,215,23495.47,31.48,64.88,-0.545
-6.7,298.4,3.0,1.0,2,1.0,22,1,215,23495.47,31.48,64.88,-0.545
-7.1,386.5,4.1,1e-05,4,3.0,28,1,215,23495.47,31.48,64.88,-0.545
-8.4,366.5,3.5,1e-05,3,1e-05,27,1,215,23495.47,31.48,64.88,-0.545
-6.8,490.7,4.3,4.0,5,10.0,35,1,215,23495.47,31.48,64.88,-0.545
-5.5,513.5,1e-05,1e-05,11,4.0,25,3,215,23495.47,31.48,64.88,-0.545
-5.8,408.9,5.0,2.0,4,8.0,29,1,215,23495.47,31.48,64.88,-0.545
-8.1,540.6,3.9,2.0,8,8.0,38,1,215,23495.47,31.48,64.88,-0.545
-4.7,430.37,1e-05,10.0,14,8.0,27,3,215,23495.47,31.48,64.88,-0.545
-5.8,428.6,7.3,1e-05,3,10.0,31,1,215,23495.47,31.48,64.88,-0.545
-9.2,525.6,4.1,2.0,9,9.0,36,1,263,29950.63,55.69,91.22,-0.195
-6.9,411.5,2.8,2.0,5,7.0,30,1,263,29950.63,55.69,91.22,-0.195
-4.1,189.67,1e-05,1e-05,4,1e-05,8,2,263,29950.63,55.69,91.22,-0.195
-9.7,447.5,1.7,3.0,7,11.0,32,1,263,29950.63,55.69,91.22,-0.195
-6.2,322.15,-2.2,5.0,8,4.0,20,1,263,29950.63,55.69,91.22,-0.195
-6.7,312.4,3.3,1.0,2,2.0,23,1,263,29950.63,55.69,91.22,-0.195
-4.4,310.27,1e-05,6.0,10,4.0,19,3,263,29950.63,55.69,91.22,-0.195
-6.6,470.6,6.1,2.0,4,7.0,35,1,263,29950.63,55.69,91.22,-0.195
-6.7,394.31,3.4,2.0,9,2.0,27,1,263,29950.63,55.69,91.22,-0.195
2.4,562.7,7.0,1.0,7,14.0,37,1,263,29950.63,55.69,91.22,-0.195
-5.8,475.6,6.6,1.0,6,8.0,34,1,263,29950.63,55.69,91.22,-0.195
-4.1,249.1,-6.5,6.0,8,5.0,14,1,263,29950.63,55.69,91.22,-0.195
-4.3,413.5,6.1,1.0,3,6.0,31,1,263,29950.63,55.69,91.22,-0.195
-8.9,268.3,2.9,1.0,2,1e-05,20,1,263,29950.63,55.69,91.22,-0.195
-8.5,401.4,1.0,2.0,7,7.0,28,1,263,29950.63,55.69,91.22,-0.195
-8.7,350.4,2.5,1.0,5,2.0,24,1,263,29950.63,55.69,91.22,-0.195
-8.8,338.25,3.7,1.0,9,2.0,23,1,263,29950.63,55.69,91.22,-0.195
-4.7,312.4,2.4,1.0,2,1.0,23,1,263,29950.63,55.69,91.22,-0.195
-7.9,473.6,6.1,2.0,6,7.0,34,1,263,29950.63,55.69,91.22,-0.195
-8.9,384.6,7.9,1.0,1,6.0,28,1,263,29950.63,55.69,91.22,-0.195
-8.1,278.4,5.9,1.0,2,13.0,20,1,263,29950.63,55.69,91.22,-0.195
-8.8,444.6,8.9,1e-05,2,11.0,33,1,263,29950.63,55.69,91.22,-0.195
-8.5,400.6,6.2,2.0,2,6.0,29,1,263,29950.63,55.69,91.22,-0.195
-8.1,293.36,2.3,2.0,5,3.0,21,1,263,29950.63,55.69,91.22,-0.195
-7.7,272.4,4.0,2.0,2,1e-05,20,1,263,29950.63,55.69,91.22,-0.195
-8.1,270.4,3.1,1.0,2,1e-05,20,1,263,29950.63,55.69,91.22,-0.195
-7.4,306.4,3.7,1.0,3,1e-05,22,1,263,29950.63,55.69,91.22,-0.195
-8.2,288.4,3.2,1.0,2,1e-05,21,1,263,29950.63,55.69,91.22,-0.195
-7.5,296.4,3.7,2.0,2,1.0,22,1,263,29950.63,55.69,91.22,-0.195
-5.6,319.23,-4.1,5.0,8,9.0,19,1,263,29950.63,55.69,91.22,-0.195
-7.6,298.4,3.0,1.0,2,1.0,22,1,263,29950.63,55.69,91.22,-0.195
0.6,386.5,4.1,1e-05,4,3.0,28,1,263,29950.63,55.69,91.22,-0.195
-5.6,366.5,3.5,1e-05,3,1e-05,27,1,263,29950.63,55.69,91.22,-0.195
-5.8,490.7,4.3,4.0,5,10.0,35,1,263,29950.63,55.69,91.22,-0.195
-5.5,513.5,1e-05,1e-05,11,4.0,25,3,263,29950.63,55.69,91.22,-0.195
-10.0,408.9,5.0,2.0,4,8.0,29,1,263,29950.63,55.69,91.22,-0.195
-1.3,540.6,3.9,2.0,8,8.0,38,1,263,29950.63,55.69,91.22,-0.195
-5.4,430.37,1e-05,10.0,14,8.0,27,3,263,29950.63,55.69,91.22,-0.195
-7.4,428.6,7.3,1e-05,3,10.0,31,1,263,29950.63,55.69,91.22,-0.195
-3.4,525.6,4.1,2.0,9,9.0,36,1,252,28430.98,43.67,91.71,-0.065
-4.9,411.5,2.8,2.0,5,7.0,30,1,252,28430.98,43.67,91.71,-0.065
-4.3,189.67,1e-05,1e-05,4,1e-05,8,2,252,28430.98,43.67,91.71,-0.065
-7.6,447.5,1.7,3.0,7,11.0,32,1,252,28430.98,43.67,91.71,-0.065
-7.0,322.15,-2.2,5.0,8,4.0,20,1,252,28430.98,43.67,91.71,-0.065
-9.1,312.4,3.3,1.0,2,2.0,23,1,252,28430.98,43.67,91.71,-0.065
-5.0,310.27,1e-05,6.0,10,4.0,19,3,252,28430.98,43.67,91.71,-0.065
-4.6,470.6,6.1,2.0,4,7.0,35,1,252,28430.98,43.67,91.71,-0.065
-7.2,394.31,3.4,2.0,9,2.0,27,1,252,28430.98,43.67,91.71,-0.065
0.5,562.7,7.0,1.0,7,14.0,37,1,252,28430.98,43.67,91.71,-0.065
-4.2,475.6,6.6,1.0,6,8.0,34,1,252,28430.98,43.67,91.71,-0.065
-4.7,249.1,-6.5,6.0,8,5.0,14,1,252,28430.98,43.67,91.71,-0.065
-5.5,413.5,6.1,1.0,3,6.0,31,1,252,28430.98,43.67,91.71,-0.065
-9.7,268.3,2.9,1.0,2,1e-05,20,1,252,28430.98,43.67,91.71,-0.065
-8.7,401.4,1.0,2.0,7,7.0,28,1,252,28430.98,43.67,91.71,-0.065
-10.2,350.4,2.5,1.0,5,2.0,24,1,252,28430.98,43.67,91.71,-0.065
-9.1,338.25,3.7,1.0,9,2.0,23,1,252,28430.98,43.67,91.71,-0.065
-7.6,312.4,2.4,1.0,2,1.0,23,1,252,28430.98,43.67,91.71,-0.065
-5.8,473.6,6.1,2.0,6,7.0,34,1,252,28430.98,43.67,91.71,-0.065
-7.4,384.6,7.9,1.0,1,6.0,28,1,252,28430.98,43.67,91.71,-0.065
-8.3,278.4,5.9,1.0,2,13.0,20,1,252,28430.98,43.67,91.71,-0.065
-5.9,444.6,8.9,1e-05,2,11.0,33,1,252,28430.98,43.67,91.71,-0.065
-8.1,400.6,6.2,2.0,2,6.0,29,1,252,28430.98,43.67,91.71,-0.065
-8.5,293.36,2.3,2.0,5,3.0,21,1,252,28430.98,43.67,91.71,-0.065
-9.2,272.4,4.0,2.0,2,1e-05,20,1,252,28430.98,43.67,91.71,-0.065
-9.5,270.4,3.1,1.0,2,1e-05,20,1,252,28430.98,43.67,91.71,-0.065
-8.2,306.4,3.7,1.0,3,1e-05,22,1,252,28430.98,43.67,91.71,-0.065
-9.4,288.4,3.2,1.0,2,1e-05,21,1,252,28430.98,43.67,91.71,-0.065
-9.3,296.4,3.7,2.0,2,1.0,22,1,252,28430.98,43.67,91.71,-0.065
-6.0,319.23,-4.1,5.0,8,9.0,19,1,252,28430.98,43.67,91.71,-0.065
-8.4,298.4,3.0,1.0,2,1.0,22,1,252,28430.98,43.67,91.71,-0.065
-3.8,386.5,4.1,1e-05,4,3.0,28,1,252,28430.98,43.67,91.71,-0.065
-7.2,366.5,3.5,1e-05,3,1e-05,27,1,252,28430.98,43.67,91.71,-0.065
-3.6,490.7,4.3,4.0,5,10.0,35,1,252,28430.98,43.67,91.71,-0.065
-5.9,513.5,1e-05,1e-05,11,4.0,25,3,252,28430.98,43.67,91.71,-0.065
-9.8,408.9,5.0,2.0,4,8.0,29,1,252,28430.98,43.67,91.71,-0.065
2.7,540.6,3.9,2.0,8,8.0,38,1,252,28430.98,43.67,91.71,-0.065
-5.2,430.37,1e-05,10.0,14,8.0,27,3,252,28430.98,43.67,91.71,-0.065
-5.2,428.6,7.3,1e-05,3,10.0,31,1,252,28430.98,43.67,91.71,-0.065
-8.1,525.6,4.1,2.0,9,9.0,36,1,391,43547.78,27.07,86.32,-0.247
-7.8,411.5,2.8,2.0,5,7.0,30,1,391,43547.78,27.07,86.32,-0.247
-3.7,189.67,1e-05,1e-05,4,1e-05,8,2,391,43547.78,27.07,86.32,-0.247
-8.8,447.5,1.7,3.0,7,11.0,32,1,391,43547.78,27.07,86.32,-0.247
-6.6,322.15,-2.2,5.0,8,4.0,20,1,391,43547.78,27.07,86.32,-0.247
-9.6,312.4,3.3,1.0,2,2.0,23,1,391,43547.78,27.07,86.32,-0.247
-3.8,310.27,1e-05,6.0,10,4.0,19,3,391,43547.78,27.07,86.32,-0.247
-9.6,470.6,6.1,2.0,4,7.0,35,1,391,43547.78,27.07,86.32,-0.247
-9.7,394.31,3.4,2.0,9,2.0,27,1,391,43547.78,27.07,86.32,-0.247
-7.2,562.7,7.0,1.0,7,14.0,37,1,391,43547.78,27.07,86.32,-0.247
-9.4,475.6,6.6,1.0,6,8.0,34,1,391,43547.78,27.07,86.32,-0.247
-4.6,249.1,-6.5,6.0,8,5.0,14,1,391,43547.78,27.07,86.32,-0.247
-9.0,413.5,6.1,1.0,3,6.0,31,1,391,43547.78,27.07,86.32,-0.247
-9.9,268.3,2.9,1.0,2,1e-05,20,1,391,43547.78,27.07,86.32,-0.247
-8.5,401.4,1.0,2.0,7,7.0,28,1,391,43547.78,27.07,86.32,-0.247
-10.1,350.4,2.5,1.0,5,2.0,24,1,391,43547.78,27.07,86.32,-0.247
-8.6,338.25,3.7,1.0,9,2.0,23,1,391,43547.78,27.07,86.32,-0.247
-9.3,312.4,2.4,1.0,2,1.0,23,1,391,43547.78,27.07,86.32,-0.247
-9.3,473.6,6.1,2.0,6,7.0,34,1,391,43547.78,27.07,86.32,-0.247
-8.7,384.6,7.9,1.0,1,6.0,28,1,391,43547.78,27.07,86.32,-0.247
-6.9,278.4,5.9,1.0,2,13.0,20,1,391,43547.78,27.07,86.32,-0.247
-9.3,444.6,8.9,1e-05,2,11.0,33,1,391,43547.78,27.07,86.32,-0.247
-8.7,400.6,6.2,2.0,2,6.0,29,1,391,43547.78,27.07,86.32,-0.247
-7.6,293.36,2.3,2.0,5,3.0,21,1,391,43547.78,27.07,86.32,-0.247
-9.7,272.4,4.0,2.0,2,1e-05,20,1,391,43547.78,27.07,86.32,-0.247
-9.9,270.4,3.1,1.0,2,1e-05,20,1,391,43547.78,27.07,86.32,-0.247
-9.9,306.4,3.7,1.0,3,1e-05,22,1,391,43547.78,27.07,86.32,-0.247
-9.9,288.4,3.2,1.0,2,1e-05,21,1,391,43547.78,27.07,86.32,-0.247
-9.6,296.4,3.7,2.0,2,1.0,22,1,391,43547.78,27.07,86.32,-0.247
-5.4,319.23,-4.1,5.0,8,9.0,19,1,391,43547.78,27.07,86.32,-0.247
-10.4,298.4,3.0,1.0,2,1.0,22,1,391,43547.78,27.07,86.32,-0.247
-10.4,386.5,4.1,1e-05,4,3.0,28,1,391,43547.78,27.07,86.32,-0.247
-11.3,366.5,3.5,1e-05,3,1e-05,27,1,391,43547.78,27.07,86.32,-0.247
-7.8,490.7,4.3,4.0,5,10.0,35,1,391,43547.78,27.07,86.32,-0.247
-6.3,513.5,1e-05,1e-05,11,4.0,25,3,391,43547.78,27.07,86.32,-0.247
-8.3,408.9,5.0,2.0,4,8.0,29,1,391,43547.78,27.07,86.32,-0.247
-9.2,540.6,3.9,2.0,8,8.0,38,1,391,43547.78,27.07,86.32,-0.247
-4.5,430.37,1e-05,10.0,14,8.0,27,3,391,43547.78,27.07,86.32,-0.247
-8.9,428.6,7.3,1e-05,3,10.0,31,1,391,43547.78,27.07,86.32,-0.247
-10.2,525.6,4.1,2.0,9,9.0,36,1,263,29768.32,47.55,98.21,-0.191
-9.5,411.5,2.8,2.0,5,7.0,30,1,263,29768.32,47.55,98.21,-0.191
-4.1,189.67,1e-05,1e-05,4,1e-05,8,2,263,29768.32,47.55,98.21,-0.191
-10.0,447.5,1.7,3.0,7,11.0,32,1,263,29768.32,47.55,98.21,-0.191
-6.6,322.15,-2.2,5.0,8,4.0,20,1,263,29768.32,47.55,98.21,-0.191
-11.0,312.4,3.3,1.0,2,2.0,23,1,263,29768.32,47.55,98.21,-0.191
-4.3,310.27,1e-05,6.0,10,4.0,19,3,263,29768.32,47.55,98.21,-0.191
-10.5,470.6,6.1,2.0,4,7.0,35,1,263,29768.32,47.55,98.21,-0.191
-9.6,394.31,3.4,2.0,9,2.0,27,1,263,29768.32,47.55,98.21,-0.191
-5.4,562.7,7.0,1.0,7,14.0,37,1,263,29768.32,47.55,98.21,-0.191
-9.6,475.6,6.6,1.0,6,8.0,34,1,263,29768.32,47.55,98.21,-0.191
-5.1,249.1,-6.5,6.0,8,5.0,14,1,263,29768.32,47.55,98.21,-0.191
-8.4,413.5,6.1,1.0,3,6.0,31,1,263,29768.32,47.55,98.21,-0.191
-10.2,268.3,2.9,1.0,2,1e-05,20,1,263,29768.32,47.55,98.21,-0.191
-8.8,401.4,1.0,2.0,7,7.0,28,1,263,29768.32,47.55,98.21,-0.191
-10.4,350.4,2.5,1.0,5,2.0,24,1,263,29768.32,47.55,98.21,-0.191
-8.9,338.25,3.7,1.0,9,2.0,23,1,263,29768.32,47.55,98.21,-0.191
-10.5,312.4,2.4,1.0,2,1.0,23,1,263,29768.32,47.55,98.21,-0.191
-10.2,473.6,6.1,2.0,6,7.0,34,1,263,29768.32,47.55,98.21,-0.191
-11.2,384.6,7.9,1.0,1,6.0,28,1,263,29768.32,47.55,98.21,-0.191
-7.5,278.4,5.9,1.0,2,13.0,20,1,263,29768.32,47.55,98.21,-0.191
-11.7,444.6,8.9,1e-05,2,11.0,33,1,263,29768.32,47.55,98.21,-0.191
-11.5,400.6,6.2,2.0,2,6.0,29,1,263,29768.32,47.55,98.21,-0.191
-6.6,293.36,2.3,2.0,5,3.0,21,1,263,29768.32,47.55,98.21,-0.191
-10.0,272.4,4.0,2.0,2,1e-05,20,1,263,29768.32,47.55,98.21,-0.191
-10.3,270.4,3.1,1.0,2,1e-05,20,1,263,29768.32,47.55,98.21,-0.191
-9.9,306.4,3.7,1.0,3,1e-05,22,1,263,29768.32,47.55,98.21,-0.191
-9.7,288.4,3.2,1.0,2,1e-05,21,1,263,29768.32,47.55,98.21,-0.191
-10.9,296.4,3.7,2.0,2,1.0,22,1,263,29768.32,47.55,98.21,-0.191
-5.7,319.23,-4.1,5.0,8,9.0,19,1,263,29768.32,47.55,98.21,-0.191
-9.8,298.4,3.0,1.0,2,1.0,22,1,263,29768.32,47.55,98.21,-0.191
-8.5,386.5,4.1,1e-05,4,3.0,28,1,263,29768.32,47.55,98.21,-0.191
-10.6,366.5,3.5,1e-05,3,1e-05,27,1,263,29768.32,47.55,98.21,-0.191
-9.8,490.7,4.3,4.0,5,10.0,35,1,263,29768.32,47.55,98.21,-0.191
-5.9,513.5,1e-05,1e-05,11,4.0,25,3,263,29768.32,47.55,98.21,-0.191
-9.9,408.9,5.0,2.0,4,8.0,29,1,263,29768.32,47.55,98.21,-0.191
-11.1,540.6,3.9,2.0,8,8.0,38,1,263,29768.32,47.55,98.21,-0.191
-5.3,430.37,1e-05,10.0,14,8.0,27,3,263,29768.32,47.55,98.21,-0.191
-10.6,428.6,7.3,1e-05,3,10.0,31,1,263,29768.32,47.55,98.21,-0.191
-7.5,525.6,4.1,2.0,9,9.0,36,1,215,23009.76,30.3,69.53,-0.308
-6.4,411.5,2.8,2.0,5,7.0,30,1,215,23009.76,30.3,69.53,-0.308
-3.7,189.67,1e-05,1e-05,4,1e-05,8,2,215,23009.76,30.3,69.53,-0.308
-5.5,447.5,1.7,3.0,7,11.0,32,1,215,23009.76,30.3,69.53,-0.308
-5.6,322.15,-2.2,5.0,8,4.0,20,1,215,23009.76,30.3,69.53,-0.308
-6.0,312.4,3.3,1.0,2,2.0,23,1,215,23009.76,30.3,69.53,-0.308
-4.4,310.27,1e-05,6.0,10,4.0,19,3,215,23009.76,30.3,69.53,-0.308
-7.5,470.6,6.1,2.0,4,7.0,35,1,215,23009.76,30.3,69.53,-0.308
-6.8,394.31,3.4,2.0,9,2.0,27,1,215,23009.76,30.3,69.53,-0.308
-5.0,562.7,7.0,1.0,7,14.0,37,1,215,23009.76,30.3,69.53,-0.308
-7.3,475.6,6.6,1.0,6,8.0,34,1,215,23009.76,30.3,69.53,-0.308
-5.1,249.1,-6.5,6.0,8,5.0,14,1,215,23009.76,30.3,69.53,-0.308
