node_id,node
1137,3000250018_6918182	
1138,3000250018_6918446	
1139,3000250018_6918602	
1140,3000250018_9290	
1141,3000250018_9677	
1142,3000265_10152654	
1143,3000265_10201696	
1144,3000265_10313457	
1145,3000265_10345214	
1146,3000265_130956	
1147,3000265_13109	
1148,3000265_13388558	
1149,3000265_154257	
1150,3000265_16750192	
1151,3000265_176405	
1152,3000265_179337	
1153,3000265_2088	
1154,3000265_216416	
1155,3000265_223368	
1156,3000265_25022354	
1157,3000265_3001028	
1158,3000265_44137686	
1159,3000265_444008	
1160,3000265_5035	
1161,3000265_5280795	
1162,3000265_5280933	
1163,3000265_5282367	
1164,3000265_5283731	
1165,3000265_57398987	
1166,3000265_5757	
1167,3000265_5870	
1168,3000265_5878	
1169,3000265_5881	
1170,3000265_5991	
1171,3000265_60852	
1172,3000265_6230	
1173,3000265_6279	
1174,3000265_68873	
1175,3000265_6918141	
1176,3000265_6918182	
1177,3000265_6918446	
1178,3000265_6918602	
1179,3000265_9290	
1180,3000265_9677	
1181,3000266_10152654	
1182,3000266_10201696	
1183,3000266_10313457	
1184,3000266_10345214	
1185,3000266_130956	
1186,3000266_13109	
1187,3000266_13388558	
1188,3000266_154257	
1189,3000266_16750192	
1190,3000266_176405	
1191,3000266_179337	
1192,3000266_2088	
1193,3000266_216416	
1194,3000266_223368	
1195,3000266_25022354	
1196,3000266_3001028	
1197,3000266_44137686	
1198,3000266_444008	
1199,3000266_5035	
1200,3000266_5280795	
1201,3000266_5280933	
1202,3000266_5282367	
1203,3000266_5283731	
1204,3000266_57398987	
1205,3000266_5757	
1206,3000266_5870	
1207,3000266_5878	
1208,3000266_5881	
1209,3000266_5991	
1210,3000266_60852	
1211,3000266_6230	
1212,3000266_6279	
1213,3000266_68873	
1214,3000266_6918141	
1215,3000266_6918182	
1216,3000266_6918446	
1217,3000266_6918602	
1218,3000266_9290	
1219,3000266_9677	
1220,3000267_10152654	
1221,3000267_10201696	
1222,3000267_10313457	
1223,3000267_10345214	
1224,3000267_130956	
1225,3000267_13109	
1226,3000267_13388558	
1227,3000267_154257	
1228,3000267_16750192	
1229,3000267_176405	
1230,3000267_179337	
1231,3000267_2088	
1232,3000267_216416	
1233,3000267_223368	
1234,3000267_25022354	
1235,3000267_3001028	
1236,3000267_44137686	
1237,3000267_444008	
1238,3000267_5035	
1239,3000267_5280795	
1240,3000267_5280933	
1241,3000267_5282367	
1242,3000267_5283731	
1243,3000267_57398987	
1244,3000267_5757	
1245,3000267_5870	
1246,3000267_5878	
1247,3000267_5881	
1248,3000267_5991	
1249,3000267_60852	
1250,3000267_6230	
1251,3000267_6279	
1252,3000267_68873	
1253,3000267_6918141	
1254,3000267_6918182	
1255,3000267_6918446	
1256,3000267_6918602	
1257,3000267_9290	
1258,3000267_9677	
1259,3000268_10152654	
1260,3000268_10201696	
1261,3000268_10313457	
1262,3000268_10345214	
1263,3000268_130956	
1264,3000268_13109	
1265,3000268_13388558	
1266,3000268_154257	
1267,3000268_16750192	
1268,3000268_176405	
1269,3000268_179337	
1270,3000268_2088	
1271,3000268_216416	
1272,3000268_223368	
1273,3000268_25022354	
1274,3000268_3001028	
1275,3000268_44137686	
1276,3000268_444008	
1277,3000268_5035	
1278,3000268_5280795	
1279,3000268_5280933	
1280,3000268_5282367	
1281,3000268_5283731	
1282,3000268_57398987	
1283,3000268_5757	
1284,3000268_5870	
1285,3000268_5878	
1286,3000268_5881	
1287,3000268_5991	
1288,3000268_60852	
1289,3000268_6230	
1290,3000268_6279	
1291,3000268_68873	
1292,3000268_6918141	
1293,3000268_6918182	
1294,3000268_6918446	
1295,3000268_6918602	
1296,3000268_9290	
1297,3000268_9677	
1298,3000340013_10152654	
1299,3000340013_10201696	
1300,3000340013_10313457	
1301,3000340013_10345214	
1302,3000340013_130956	
1303,3000340013_13109	
1304,3000340013_13388558	
1305,3000340013_154257	
1306,3000340013_16750192	
1307,3000340013_176405	
1308,3000340013_179337	
1309,3000340013_2088	
1310,3000340013_216416	
1311,3000340013_223368	
1312,3000340013_25022354	
1313,3000340013_3001028	
1314,3000340013_44137686	
1315,3000340013_444008	
1316,3000340013_5035	
1317,3000340013_5280795	
1318,3000340013_5280933	
1319,3000340013_5282367	
1320,3000340013_5283731	
1321,3000340013_57398987	
1322,3000340013_5757	
1323,3000340013_5870	
1324,3000340013_5878	
1325,3000340013_5881	
1326,3000340013_5991	
1327,3000340013_60852	
1328,3000340013_6230	
1329,3000340013_6279	
1330,3000340013_68873	
1331,3000340013_6918141	
1332,3000340013_6918182	
1333,3000340013_6918446	
1334,3000340013_6918602	
1335,3000340013_9290	
1336,3000340013_9677	
1337,3000300194_10152654	
1338,3000300194_10201696	
1339,3000300194_10313457	
1340,3000300194_10345214	
1341,3000300194_130956	
1342,3000300194_13109	
1343,3000300194_13388558	
1344,3000300194_154257	
1345,3000300194_16750192	
1346,3000300194_176405	
1347,3000300194_179337	
1348,3000300194_2088	
1349,3000300194_216416	
1350,3000300194_223368	
1351,3000300194_25022354	
1352,3000300194_3001028	
1353,3000300194_44137686	
1354,3000300194_444008	
1355,3000300194_5035	
1356,3000300194_5280795	
1357,3000300194_5280933	
1358,3000300194_5282367	
1359,3000300194_5283731	
1360,3000300194_57398987	
1361,3000300194_5757	
1362,3000300194_5870	
1363,3000300194_5878	
1364,3000300194_5881	
1365,3000300194_5991	
1366,3000300194_60852	
1367,3000300194_6230	
1368,3000300194_6279	
1369,3000300194_68873	
1370,3000300194_6918141	
1371,3000300194_6918182	
1372,3000300194_6918446	
1373,3000300194_6918602	
1374,3000300194_9290	
1375,3000300194_9677	
1376,3000300196_10152654	
1377,3000300196_10201696	
1378,3000300196_10313457	
1379,3000300196_10345214	
1380,3000300196_130956	
1381,3000300196_13109	
1382,3000300196_13388558	
1383,3000300196_154257	
1384,3000300196_16750192	
1385,3000300196_176405	
1386,3000300196_179337	
1387,3000300196_2088	
1388,3000300196_216416	
1389,3000300196_223368	
1390,3000300196_25022354	
1391,3000300196_3001028	
1392,3000300196_44137686	
1393,3000300196_444008	
1394,3000300196_5035	
1395,3000300196_5280795	
1396,3000300196_5280933	
1397,3000300196_5282367	
1398,3000300196_5283731	
1399,3000300196_57398987	
1400,3000300196_5757	
1401,3000300196_5870	
1402,3000300196_5878	
1403,3000300196_5881	
1404,3000300196_5991	
1405,3000300196_60852	
1406,3000300196_6230	
1407,3000300196_6279	
1408,3000300196_68873	
1409,3000300196_6918141	
1410,3000300196_6918182	
1411,3000300196_6918446	
1412,3000300196_6918602	
1413,3000300196_9290	
1414,3000300196_9677	
1415,3000500207_10152654	
1416,3000500207_10201696	
1417,3000500207_10313457	
1418,3000500207_10345214	
1419,3000500207_130956	
1420,3000500207_13109	
1421,3000500207_13388558	
1422,3000500207_154257	
1423,3000500207_16750192	
1424,3000500207_176405	
1425,3000500207_179337	
1426,3000500207_2088	
1427,3000500207_216416	
1428,3000500207_223368	
1429,3000500207_25022354	
1430,3000500207_3001028	
1431,3000500207_44137686	
1432,3000500207_444008	
1433,3000500207_5035	
1434,3000500207_5280795	
1435,3000500207_5280933	
1436,3000500207_5282367	
1437,3000500207_5283731	
1438,3000500207_57398987	
1439,3000500207_5757	
1440,3000500207_5870	
1441,3000500207_5878	
1442,3000500207_5881	
1443,3000500207_5991	
1444,3000500207_60852	
1445,3000500207_6230	
1446,3000500207_6279	
1447,3000500207_68873	
1448,3000500207_6918141	
1449,3000500207_6918182	
1450,3000500207_6918446	
1451,3000500207_6918602	
1452,3000500207_9290	
1453,3000500207_9677	
1454,3000600260016_10152654	
1455,3000600260016_10201696	
1456,3000600260016_10313457	
1457,3000600260016_10345214	
1458,3000600260016_130956	
1459,3000600260016_13109	
1460,3000600260016_13388558	
1461,3000600260016_154257	
1462,3000600260016_16750192	
1463,3000600260016_176405	
1464,3000600260016_179337	
1465,3000600260016_2088	
1466,3000600260016_216416	
1467,3000600260016_223368	
1468,3000600260016_25022354	
1469,3000600260016_3001028	
1470,3000600260016_44137686	
1471,3000600260016_444008	
1472,3000600260016_5035	
1473,3000600260016_5280795	
1474,3000600260016_5280933	
1475,3000600260016_5282367	
1476,3000600260016_5283731	
1477,3000600260016_57398987	
1478,3000600260016_5757	
1479,3000600260016_5870	
1480,3000600260016_5878	
1481,3000600260016_5881	
1482,3000600260016_5991	
1483,3000600260016_60852	
1484,3000600260016_6230	
1485,3000600260016_6279	
1486,3000600260016_68873	
1487,3000600260016_6918141	
1488,3000600260016_6918182	
1489,3000600260016_6918446	
1490,3000600260016_6918602	
1491,3000600260016_9290	
1492,3000600260016_9677	
1493,3000600260018_10152654	
1494,3000600260018_10201696	
1495,3000600260018_10313457	
1496,3000600260018_10345214	
1497,3000600260018_130956	
1498,3000600260018_13109	
1499,3000600260018_13388558	
1500,3000600260018_154257	
1501,3000600260018_16750192	
1502,3000600260018_176405	
1503,3000600260018_179337	
1504,3000600260018_2088	
1505,3000600260018_216416	
1506,3000600260018_223368	
1507,3000600260018_25022354	
1508,3000600260018_3001028	
1509,3000600260018_44137686	
1510,3000600260018_444008	
1511,3000600260018_5035	
1512,3000600260018_5280795	
1513,3000600260018_5280933	
1514,3000600260018_5282367	
1515,3000600260018_5283731	
1516,3000600260018_57398987	
1517,3000600260018_5757	
1518,3000600260018_5870	
1519,3000600260018_5878	
1520,3000600260018_5881	
1521,3000600260018_5991	
1522,3000600260018_60852	
1523,3000600260018_6230	
1524,3000600260018_6279	
1525,3000600260018_68873	
1526,3000600260018_6918141	
1527,3000600260018_6918182	
1528,3000600260018_6918446	
1529,3000600260018_6918602	
1530,3000600260018_9290	
1531,3000600260018_9677	
1532,3000600260019_10152654	
1533,3000600260019_10201696	
1534,3000600260019_10313457	
1535,3000600260019_10345214	
1536,3000600260019_130956	
1537,3000600260019_13109	
1538,3000600260019_13388558	
1539,3000600260019_154257	
1540,3000600260019_16750192	
1541,3000600260019_176405	
1542,3000600260019_179337	
1543,3000600260019_2088	
1544,3000600260019_216416	
1545,3000600260019_223368	
1546,3000600260019_25022354	
1547,3000600260019_3001028	
1548,3000600260019_44137686	
1549,3000600260019_444008	
1550,3000600260019_5035	
1551,3000600260019_5280795	
1552,3000600260019_5280933	
1553,3000600260019_5282367	
1554,3000600260019_5283731	
1555,3000600260019_57398987	
1556,3000600260019_5757	
1557,3000600260019_5870	
1558,3000600260019_5878	
1559,3000600260019_5881	
1560,3000600260019_5991	
1561,3000600260019_60852	
1562,3000600260019_6230	
1563,3000600260019_6279	
1564,3000600260019_68873	
1565,3000600260019_6918141	
1566,3000600260019_6918182	
1567,3000600260019_6918446	
1568,3000600260019_6918602	
1569,3000600260019_9290	
1570,3000600260019_9677	
1571,3000600260020_10152654	
1572,3000600260020_10201696	
1573,3000600260020_10313457	
1574,3000600260020_10345214	
1575,3000600260020_130956	
1576,3000600260020_13109	
1577,3000600260020_13388558	
1578,3000600260020_154257	
1579,3000600260020_16750192	
1580,3000600260020_176405	
1581,3000600260020_179337	
1582,3000600260020_2088	
1583,3000600260020_216416	
1584,3000600260020_223368	
1585,3000600260020_25022354	
1586,3000600260020_3001028	
1587,3000600260020_44137686	
1588,3000600260020_444008	
1589,3000600260020_5035	
1590,3000600260020_5280795	
1591,3000600260020_5280933	
1592,3000600260020_5282367	
1593,3000600260020_5283731	
1594,3000600260020_57398987	
1595,3000600260020_5757	
1596,3000600260020_5870	
1597,3000600260020_5878	
1598,3000600260020_5881	
1599,3000600260020_5991	
1600,3000600260020_60852	
1601,3000600260020_6230	
1602,3000600260020_6279	
1603,3000600260020_68873	
1604,3000600260020_6918141	
1605,3000600260020_6918182	
1606,3000600260020_6918446	
1607,3000600260020_6918602	
1608,3000600260020_9290	
1609,3000600260020_9677	
1610,3000830003_10152654	
1611,3000830003_10201696	
1612,3000830003_10313457	
1613,3000830003_10345214	
1614,3000830003_130956	
1615,3000830003_13109	
1616,3000830003_13388558	
1617,3000830003_154257	
1618,3000830003_16750192	
1619,3000830003_176405	
1620,3000830003_179337	
1621,3000830003_2088	
1622,3000830003_216416	
1623,3000830003_223368	
1624,3000830003_25022354	
1625,3000830003_3001028	
1626,3000830003_44137686	
1627,3000830003_444008	
1628,3000830003_5035	
1629,3000830003_5280795	
1630,3000830003_5280933	
1631,3000830003_5282367	
1632,3000830003_5283731	
1633,3000830003_57398987	
1634,3000830003_5757	
1635,3000830003_5870	
1636,3000830003_5878	
1637,3000830003_5881	
1638,3000830003_5991	
1639,3000830003_60852	
1640,3000830003_6230	
1641,3000830003_6279	
1642,3000830003_68873	
1643,3000830003_6918141	
1644,3000830003_6918182	
1645,3000830003_6918446	
1646,3000830003_6918602	
1647,3000830003_9290	
1648,3000830003_9677	
1649,3001410022_10152654	
1650,3001410022_10201696	
1651,3001410022_10313457	
1652,3001410022_10345214	
1653,3001410022_130956	
1654,3001410022_13109	
1655,3001410022_13388558	
1656,3001410022_154257	
1657,3001410022_16750192	
1658,3001410022_176405	
1659,3001410022_179337	
1660,3001410022_2088	
1661,3001410022_216416	
1662,3001410022_223368	
1663,3001410022_25022354	
1664,3001410022_3001028	
1665,3001410022_44137686	
1666,3001410022_444008	
1667,3001410022_5035	
1668,3001410022_5280795	
1669,3001410022_5280933	
1670,3001410022_5282367	
1671,3001410022_5283731	
1672,3001410022_57398987	
1673,3001410022_5757	
1674,3001410022_5870	
1675,3001410022_5878	
1676,3001410022_5881	
1677,3001410022_5991	
1678,3001410022_60852	
1679,3001410022_6230	
1680,3001410022_6279	
1681,3001410022_68873	
1682,3001410022_6918141	
1683,3001410022_6918182	
1684,3001410022_6918446	
1685,3001410022_6918602	
1686,3001410022_9290	
1687,3001410022_9677	
1688,3001410023_10152654	
1689,3001410023_10201696	
1690,3001410023_10313457	
1691,3001410023_10345214	
1692,3001410023_130956	
1693,3001410023_13109	
1694,3001410023_13388558	
1695,3001410023_154257	
1696,3001410023_16750192	
1697,3001410023_176405	
1698,3001410023_179337	
1699,3001410023_2088	
1700,3001410023_216416	
1701,3001410023_223368	
1702,3001410023_25022354	
1703,3001410023_3001028	
1704,3001410023_44137686	
1705,3001410023_444008	
1706,3001410023_5035	
1707,3001410023_5280795	
1708,3001410023_5280933	
1709,3001410023_5282367	
1710,3001410023_5283731	
1711,3001410023_57398987	
1712,3001410023_5757	
1713,3001410023_5870	
1714,3001410023_5878	
1715,3001410023_5881	
1716,3001410023_5991	
1717,3001410023_60852	
1718,3001410023_6230	
1719,3001410023_6279	
1720,3001410023_68873	
1721,3001410023_6918141	
1722,3001410023_6918182	
1723,3001410023_6918446	
1724,3001410023_6918602	
1725,3001410023_9290	
1726,3001410023_9677	
1727,3001430012_10152654	
1728,3001430012_10201696	
1729,3001430012_10313457	
1730,3001430012_10345214	
1731,3001430012_130956	
1732,3001430012_13109	
1733,3001430012_13388558	
1734,3001430012_154257	
1735,3001430012_16750192	
1736,3001430012_176405	
1737,3001430012_179337	
1738,3001430012_2088	
1739,3001430012_216416	
1740,3001430012_223368	
1741,3001430012_25022354	
1742,3001430012_3001028	
1743,3001430012_44137686	
1744,3001430012_444008	
1745,3001430012_5035	
1746,3001430012_5280795	
1747,3001430012_5280933	
1748,3001430012_5282367	
1749,3001430012_5283731	
1750,3001430012_57398987	
1751,3001430012_5757	
1752,3001430012_5870	
1753,3001430012_5878	
1754,3001430012_5881	
1755,3001430012_5991	
1756,3001430012_60852	
1757,3001430012_6230	
1758,3001430012_6279	
1759,3001430012_68873	
1760,3001430012_6918141	
1761,3001430012_6918182	
1762,3001430012_6918446	
1763,3001430012_6918602	
1764,3001430012_9290	
1765,3001430012_9677	
1766,3001445_10152654	
1767,3001445_10201696	
1768,3001445_10313457	
1769,3001445_10345214	
1770,3001445_130956	
1771,3001445_13109	
1772,3001445_13388558	
1773,3001445_154257	
1774,3001445_16750192	
1775,3001445_176405	
1776,3001445_179337	
1777,3001445_2088	
1778,3001445_216416	
1779,3001445_223368	
1780,3001445_25022354	
1781,3001445_3001028	
1782,3001445_44137686	
1783,3001445_444008	
1784,3001445_5035	
1785,3001445_5280795	
1786,3001445_5280933	
1787,3001445_5282367	
1788,3001445_5283731	
1789,3001445_57398987	
1790,3001445_5757	
1791,3001445_5870	
1792,3001445_5878	
1793,3001445_5881	
1794,3001445_5991	
1795,3001445_60852	
1796,3001445_6230	
1797,3001445_6279	
1798,3001445_68873	
1799,3001445_6918141	
1800,3001445_6918182	
1801,3001445_6918446	
1802,3001445_6918602	
1803,3001445_9290	
1804,3001445_9677	
1805,3001446_10152654	
1806,3001446_10201696	
1807,3001446_10313457	
1808,3001446_10345214	
1809,3001446_130956	
1810,3001446_13109	
1811,3001446_13388558	
1812,3001446_154257	
1813,3001446_16750192	
1814,3001446_176405	
1815,3001446_179337	
1816,3001446_2088	
1817,3001446_216416	
1818,3001446_223368	
1819,3001446_25022354	
1820,3001446_3001028	
1821,3001446_44137686	
1822,3001446_444008	
1823,3001446_5035	
1824,3001446_5280795	
1825,3001446_5280933	
1826,3001446_5282367	
1827,3001446_5283731	
1828,3001446_57398987	
1829,3001446_5757	
1830,3001446_5870	
1831,3001446_5878	
1832,3001446_5881	
1833,3001446_5991	
1834,3001446_60852	
1835,3001446_6230	
1836,3001446_6279	
1837,3001446_68873	
1838,3001446_6918141	
1839,3001446_6918182	
1840,3001446_6918446	
1841,3001446_6918602	
1842,3001446_9290	
1843,3001446_9677	
1844,3001449_10152654	
1845,3001449_10201696	
1846,3001449_10313457	
1847,3001449_10345214	
1848,3001449_130956	
1849,3001449_13109	
1850,3001449_13388558	
1851,3001449_154257	
1852,3001449_16750192	
1853,3001449_176405	
1854,3001449_179337	
1855,3001449_2088	
1856,3001449_216416	
1857,3001449_223368	
1858,3001449_25022354	
1859,3001449_3001028	
1860,3001449_44137686	
1861,3001449_444008	
1862,3001449_5035	
1863,3001449_5280795	
1864,3001449_5280933	
1865,3001449_5282367	
1866,3001449_5283731	
1867,3001449_57398987	
1868,3001449_5757	
1869,3001449_5870	
1870,3001449_5878	
1871,3001449_5881	
1872,3001449_5991	
1873,3001449_60852	
1874,3001449_6230	
1875,3001449_6279	
1876,3001449_68873	
1877,3001449_6918141	
1878,3001449_6918182	
1879,3001449_6918446	
1880,3001449_6918602	
1881,3001449_9290	
1882,3001449_9677	
1883,3001450008_10152654	
1884,3001450008_10201696	
1885,3001450008_10313457	
1886,3001450008_10345214	
1887,3001450008_130956	
1888,3001450008_13109	
1889,3001450008_13388558	
1890,3001450008_154257	
1891,3001450008_16750192	
1892,3001450008_176405	
1893,3001450008_179337	
1894,3001450008_2088	
1895,3001450008_216416	
1896,3001450008_223368	
1897,3001450008_25022354	
1898,3001450008_3001028	
1899,3001450008_44137686	
1900,3001450008_444008	
1901,3001450008_5035	
1902,3001450008_5280795	
1903,3001450008_5280933	
1904,3001450008_5282367	
1905,3001450008_5283731	
1906,3001450008_57398987	
1907,3001450008_5757	
1908,3001450008_5870	
1909,3001450008_5878	
1910,3001450008_5881	
1911,3001450008_5991	
1912,3001450008_60852	
1913,3001450008_6230	
1914,3001450008_6279	
1915,3001450008_68873	
1916,3001450008_6918141	
1917,3001450008_6918182	
1918,3001450008_6918446	
1919,3001450008_6918602	
1920,3001450008_9290	
1921,3001450008_9677	
1922,3001450010_10152654	
1923,3001450010_10201696	
1924,3001450010_10313457	
1925,3001450010_10345214	
1926,3001450010_130956	
1927,3001450010_13109	
1928,3001450010_13388558	
1929,3001450010_154257	
1930,3001450010_16750192	
1931,3001450010_176405	
1932,3001450010_179337	
1933,3001450010_2088	
1934,3001450010_216416	
1935,3001450010_223368	
1936,3001450010_25022354	
1937,3001450010_3001028	
1938,3001450010_44137686	
1939,3001450010_444008	
1940,3001450010_5035	
1941,3001450010_5280795	
1942,3001450010_5280933	
1943,3001450010_5282367	
1944,3001450010_5283731	
1945,3001450010_57398987	
1946,3001450010_5757	
1947,3001450010_5870	
1948,3001450010_5878	
1949,3001450010_5881	
1950,3001450010_5991	
1951,3001450010_60852	
1952,3001450010_6230	
1953,3001450010_6279	
1954,3001450010_68873	
1955,3001450010_6918141	
1956,3001450010_6918182	
1957,3001450010_6918446	
1958,3001450010_6918602	
1959,3001450010_9290	
1960,3001450010_9677	
1961,3001460011_10152654	
1962,3001460011_10201696	
1963,3001460011_10313457	
1964,3001460011_10345214	
1965,3001460011_130956	
1966,3001460011_13109	
1967,3001460011_13388558	
1968,3001460011_154257	
1969,3001460011_16750192	
1970,3001460011_176405	
1971,3001460011_179337	
1972,3001460011_2088	
1973,3001460011_216416	
1974,3001460011_223368	
1975,3001460011_25022354	
1976,3001460011_3001028	
1977,3001460011_44137686	
1978,3001460011_444008	
1979,3001460011_5035	
1980,3001460011_5280795	
1981,3001460011_5280933	
1982,3001460011_5282367	
1983,3001460011_5283731	
1984,3001460011_57398987	
1985,3001460011_5757	
1986,3001460011_5870	
1987,3001460011_5878	
1988,3001460011_5881	
1989,3001460011_5991	
1990,3001460011_60852	
1991,3001460011_6230	
1992,3001460011_6279	
1993,3001460011_68873	
1994,3001460011_6918141	
1995,3001460011_6918182	
1996,3001460011_6918446	
1997,3001460011_6918602	
1998,3001460011_9290	
1999,3001460011_9677	
2000,3002200080023_10152654	
2001,3002200080023_10201696	
2002,3002200080023_10313457	
2003,3002200080023_10345214	
2004,3002200080023_130956	
2005,3002200080023_13109	
2006,3002200080023_13388558	
2007,3002200080023_154257	
2008,3002200080023_16750192	
2009,3002200080023_176405	
2010,3002200080023_179337	
2011,3002200080023_2088	
2012,3002200080023_216416	
2013,3002200080023_223368	
2014,3002200080023_25022354	
2015,3002200080023_3001028	
2016,3002200080023_44137686	
2017,3002200080023_444008	
2018,3002200080023_5035	
2019,3002200080023_5280795	
2020,3002200080023_5280933	
2021,3002200080023_5282367	
2022,3002200080023_5283731	
2023,3002200080023_57398987	
2024,3002200080023_5757	
2025,3002200080023_5870	
2026,3002200080023_5878	
2027,3002200080023_5881	
2028,3002200080023_5991	
2029,3002200080023_60852	
2030,3002200080023_6230	
2031,3002200080023_6279	
2032,3002200080023_68873	
2033,3002200080023_6918141	
2034,3002200080023_6918182	
2035,3002200080023_6918446	
2036,3002200080023_6918602	
2037,3002200080023_9290	
2038,3002200080023_9677	
2039,4000400150008_10152654	
2040,4000400150008_10201696	
2041,4000400150008_10313457	
2042,4000400150008_10345214	
2043,4000400150008_130956	
2044,4000400150008_13109	
2045,4000400150008_13388558	
2046,4000400150008_154257	
2047,4000400150008_16750192	
2048,4000400150008_176405	
2049,4000400150008_179337	
2050,4000400150008_2088	
2051,4000400150008_216416	
2052,4000400150008_223368	
2053,4000400150008_25022354	
2054,4000400150008_3001028	
2055,4000400150008_44137686	
2056,4000400150008_444008	
2057,4000400150008_5035	
2058,4000400150008_5280795	
2059,4000400150008_5280933	
2060,4000400150008_5282367	
2061,4000400150008_5283731	
2062,4000400150008_57398987	
2063,4000400150008_5757	
2064,4000400150008_5870	
2065,4000400150008_5878	
2066,4000400150008_5881	
2067,4000400150008_5991	
2068,4000400150008_60852	
2069,4000400150008_6230	
2070,4000400150008_6279	
2071,4000400150008_68873	
2072,4000400150008_6918141	
2073,4000400150008_6918182	
2074,4000400150008_6918446	
2075,4000400150008_6918602	
2076,4000400150008_9290	
2077,4000400150008_9677	
2078,4000500180019_10152654	
2079,4000500180019_10201696	
2080,4000500180019_10313457	
2081,4000500180019_10345214	
2082,4000500180019_130956	
2083,4000500180019_13109	
2084,4000500180019_13388558	
2085,4000500180019_154257	
2086,4000500180019_16750192	
2087,4000500180019_176405	
2088,4000500180019_179337	
2089,4000500180019_2088	
2090,4000500180019_216416	
2091,4000500180019_223368	
2092,4000500180019_25022354	
2093,4000500180019_3001028	
2094,4000500180019_44137686	
2095,4000500180019_444008	
2096,4000500180019_5035	
2097,4000500180019_5280795	
2098,4000500180019_5280933	
2099,4000500180019_5282367	
2100,4000500180019_5283731	
2101,4000500180019_57398987	
2102,4000500180019_5757	
2103,4000500180019_5870	
2104,4000500180019_5878	
2105,4000500180019_5881	
2106,4000500180019_5991	
2107,4000500180019_60852	
2108,4000500180019_6230	
2109,4000500180019_6279	
2110,4000500180019_68873	
2111,4000500180019_6918141	
2112,4000500180019_6918182	
2113,4000500180019_6918446	
2114,4000500180019_6918602	
2115,4000500180019_9290	
2116,4000500180019_9677	
2117,4000900200005_10152654	
2118,4000900200005_10201696	
2119,4000900200005_10313457	
2120,4000900200005_10345214	
2121,4000900200005_130956	
2122,4000900200005_13109	
2123,4000900200005_13388558	
2124,4000900200005_154257	
2125,4000900200005_16750192	
2126,4000900200005_176405	
2127,4000900200005_179337	
2128,4000900200005_2088	
2129,4000900200005_216416	
2130,4000900200005_223368	
2131,4000900200005_25022354	
2132,4000900200005_3001028	
2133,4000900200005_44137686	
2134,4000900200005_444008	
2135,4000900200005_5035	
2136,4000900200005_5280795	
2137,4000900200005_5280933	
2138,4000900200005_5282367	
2139,4000900200005_5283731	
2140,4000900200005_57398987	
2141,4000900200005_5757	
2142,4000900200005_5870	
2143,4000900200005_5878	
2144,4000900200005_5881	
2145,4000900200005_5991	
2146,4000900200005_60852	
2147,4000900200005_6230	
2148,4000900200005_6279	
2149,4000900200005_68873	
2150,4000900200005_6918141	
2151,4000900200005_6918182	
2152,4000900200005_6918446	
2153,4000900200005_6918602	
2154,4000900200005_9290	
2155,4000900200005_9677	
2156,4000900200006_10152654	
2157,4000900200006_10201696	
2158,4000900200006_10313457	
2159,4000900200006_10345214	
2160,4000900200006_130956	
2161,4000900200006_13109	
2162,4000900200006_13388558	
2163,4000900200006_154257	
2164,4000900200006_16750192	
2165,4000900200006_176405	
2166,4000900200006_179337	
2167,4000900200006_2088	
2168,4000900200006_216416	
2169,4000900200006_223368	
2170,4000900200006_25022354	
2171,4000900200006_3001028	
2172,4000900200006_44137686	
2173,4000900200006_444008	
2174,4000900200006_5035	
2175,4000900200006_5280795	
2176,4000900200006_5280933	
2177,4000900200006_5282367	
2178,4000900200006_5283731	
2179,4000900200006_57398987	
2180,4000900200006_5757	
2181,4000900200006_5870	
2182,4000900200006_5878	
2183,4000900200006_5881	
2184,4000900200006_5991	
2185,4000900200006_60852	
2186,4000900200006_6230	
2187,4000900200006_6279	
2188,4000900200006_68873	
2189,4000900200006_6918141	
2190,4000900200006_6918182	
2191,4000900200006_6918446	
2192,4000900200006_6918602	
2193,4000900200006_9290	
2194,4000900200006_9677	
2195,4001000220010_10152654	
2196,4001000220010_10201696	
2197,4001000220010_10313457	
2198,4001000220010_10345214	
2199,4001000220010_130956	
2200,4001000220010_13109	
2201,4001000220010_13388558	
2202,4001000220010_154257	
2203,4001000220010_16750192	
2204,4001000220010_176405	
2205,4001000220010_179337	
2206,4001000220010_2088	
2207,4001000220010_216416	
2208,4001000220010_223368	
2209,4001000220010_25022354	
2210,4001000220010_3001028	
2211,4001000220010_44137686	
2212,4001000220010_444008	
2213,4001000220010_5035	
2214,4001000220010_5280795	
2215,4001000220010_5280933	
2216,4001000220010_5282367	
2217,4001000220010_5283731	
2218,4001000220010_57398987	
2219,4001000220010_5757	
2220,4001000220010_5870	
2221,4001000220010_5878	
2222,4001000220010_5881	
2223,4001000220010_5991	
2224,4001000220010_60852	
2225,4001000220010_6230	
2226,4001000220010_6279	
2227,4001000220010_68873	
2228,4001000220010_6918141	
2229,4001000220010_6918182	
2230,4001000220010_6918446	
2231,4001000220010_6918602	
2232,4001000220010_9290	
2233,4001000220010_9677	
2234,4001220024_10152654	
2235,4001220024_10201696	
2236,4001220024_10313457	
2237,4001220024_10345214	
2238,4001220024_130956	
2239,4001220024_13109	
2240,4001220024_13388558	
2241,4001220024_154257	
2242,4001220024_16750192	
2243,4001220024_176405	
2244,4001220024_179337	
2245,4001220024_2088	
2246,4001220024_216416	
2247,4001220024_223368	
2248,4001220024_25022354	
2249,4001220024_3001028	
